
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-15 15:23:31 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 15:23:31 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:32 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:23:33 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:23:33 /api/v1/notifications/stream ....................................................... ~ 511.10ms
  2026-08-15 15:23:35 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:23:35 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:23:36 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:37 /api/v1/notifications/stream ....................................................... ~ 505.03ms
  2026-08-15 15:23:37 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:38 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:23:39 /api/v1/notifications/stream ....................................................... ~ 501.64ms
  2026-08-15 15:23:39 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:41 /api/v1/notifications/stream ....................................................... ~ 501.99ms
  2026-08-15 15:23:41 /api/v1/notifications/stream ......................................................... ~ 0.19ms
  2026-08-15 15:23:43 /api/v1/notifications/stream ....................................................... ~ 502.61ms
  2026-08-15 15:23:43 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:45 /api/v1/notifications/stream ....................................................... ~ 514.61ms
  2026-08-15 15:23:45 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:47 /api/v1/notifications/stream ....................................................... ~ 503.41ms
  2026-08-15 15:23:47 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:49 /api/v1/notifications/stream ....................................................... ~ 514.84ms
  2026-08-15 15:23:49 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:23:51 /api/v1/notifications/stream ....................................................... ~ 502.53ms
  2026-08-15 15:23:51 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:23:53 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:23:53 /api/v1/notifications/stream ....................................................... ~ 506.62ms
  2026-08-15 15:23:55 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:23:55 /api/v1/notifications/stream ....................................................... ~ 513.63ms
  2026-08-15 15:23:57 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:23:57 /api/v1/notifications/stream ....................................................... ~ 500.41ms
  2026-08-15 15:23:59 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:23:59 /api/v1/notifications/stream ....................................................... ~ 506.16ms
  2026-08-15 15:24:01 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:24:01 /api/v1/notifications/stream ......................................................... ~ 0.05ms
  2026-08-15 15:24:03 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:24:03 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:24:05 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:24:05 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:24:07 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:24:07 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:24:09 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:24:09 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:24:11 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:24:11 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:24:13 /api/v1/notifications/stream ....................................................... ~ 507.49ms
  2026-08-15 15:24:13 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:24:15 /api/v1/notifications/stream ....................................................... ~ 504.65ms
  2026-08-15 15:24:15 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:24:17 /api/v1/notifications/stream ....................................................... ~ 505.99ms
